[12340:21056:0201/141326.048:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
28  -O                                                                        (1 = 1.9%) {98.1%}
29  ... 

Histogram: Event.ScrollJank.MissedVsyncsSum.FixedWindow recorded 2 samples, mean = 5.5 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 50.0%) {0.0%}
5  ... 
7  -O                                                                        (1 = 50.0%) {50.0%}
8  ... 

Histogram: Event.ScrollJank.MissedVsyncsSum.FixedWindow2 recorded 2 samples, mean = 3.5 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 50.0%) {0.0%}
4  -O                                                                        (1 = 50.0%) {50.0%}
5  ... 

Histogram: Event.ScrollJank.MissedVsyncsSum.PerScroll recorded 52 samples, mean = 0.2 (flags = 0x41)
0  -------------------------------------------O                              (43 = 82.7%)
1  ------O                                                                   (6 = 11.5%) {82.7%}
2  --O                                                                       (2 = 3.8%) {94.2%}
3  -O                                                                        (1 = 1.9%) {98.1%}
4  ... 

Histogram: Event.ScrollJank.MissedVsyncsSum.PerScroll.Small recorded 52 samples, mean = 0.2 (flags = 0x41)
0  -------------------------------------------O                              (43 = 82.7%)
1  ------O                                                                   (6 = 11.5%) {82.7%}
2  --O                                                                       (2 = 3.8%) {94.2%}
3  -O                                                                        (1 = 1.9%) {98.1%}
4  ... 

Histogram: Event.UserActivation.TriggerForSticky recorded 42 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------------------------------------------O                               (42 = 100.0%) {0.0%}
